,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
1783,7397.pdf,2013-01-01,7397,7397.txt,The context and consequences of sexual assault among undergraduate women at historically Black colleges and universities (HBCUs),10.1177/0886260513479032
1784,7398.pdf,2013-01-01,7398,7398.txt,Public perceptions of animal experimentation across Europe,10.1177/0963662511428045
1785,7399.pdf,2013-01-01,7399,7399.txt,Mitigating the effect of a criminal record at sentencing: Local life circumstances and substantial assistance departures among recidivists in federal court,10.1177/0887403412459542
1786,7400.pdf,2014-01-01,7400,7400.txt,Who is better at defending criminals? Does type of defense attorney matter in terms of producing favorable case outcomes,10.1177/0887403412461149
1787,7401.pdf,2013-01-01,7401,7401.txt,"Euroscepticism and education: A longitudinal study of 12 EU member states, 1973-2010",10.1177/1465116513489779
1788,7402.pdf,2013-01-01,7402,7402.txt,In Europe we trust? Exploring three logics of trust in the European Union,10.1177/1465116513491018
1789,7403.pdf,2013-01-01,7403,7403.txt,Evaluating the extent and nature of the informalization of employment relations in South-East Europe,10.1177/0959680113481732
1790,7404.pdf,2014-01-01,7404,7404.txt,"Why are crime victims at risk of being victimized again? Substance use, depression, and offending as mediators of the victimization-revictimization link",10.1177/0886260513504626
1791,7405.pdf,2013-01-01,7405,7405.txt,Does belief matter in climate change action?,10.1177/0963662511410268
1792,7406.pdf,2005-01-01,7406,7406.txt,Sentencing decisions in three US district courts: Testing the assumption of uniformity in the federal sentencing process,10.3818/JRP.7.2.2005.1
1793,7407.pdf,2013-01-01,7407,7407.txt,Ambivalent or indifferent? Reconsidering the structure of EU public opinion,10.1177/1465116512460736
1794,7408.pdf,2014-01-01,7408,7408.txt,The effects of victimization on routine activities,10.1177/0093854813508286
1795,7409.pdf,2014-01-01,7409,7409.txt,Violent victimization across the life course: Moving a 'victim careers' agenda forward,10.1177/0093854813509370
1796,7410.pdf,2014-01-01,7410,7410.txt,"Marriage, divorce, and alcohol use in young adulthood: A longitudinal sibling-comparison study",10.1177/2167696813513260
1797,7411.pdf,2013-01-01,7411,7411.txt,The criminal law and public health context of drug policy support among young people in the European Union,10.1177/0020715213484482
1798,7412.pdf,2012-01-01,7412,7412.txt,Public management reform and citizen perceptions of the UK health system,10.1177/0020852312442658
1799,7413.pdf,2013-01-01,7413,7413.txt,What are the odds?: Predicting specialization in offending over the life course,10.1177/0093854812474262
1800,7414.pdf,2012-01-01,7414,7414.txt,"Europa ante portas: Border residence, transnational interaction and Euroscepticism in Germany and France",10.1177/1465116511418016
1801,7415.pdf,2011-01-01,7415,7415.txt,Support for nuclear energy in the context of climate change: Evidence from the European Union,10.1177/1086026611422261
1802,7416.pdf,2011-01-01,7416,7416.txt,Mean voter representation and partisan constituency representation: Do parties respond to the mean voter position or to their supporters?,10.1177/1354068810372100
1803,7417.pdf,2013-01-01,7417,7417.txt,Neighborhood context and breastfeeding behaviors among urban mothers,10.1177/0890334413495110
1804,7418.pdf,2016-01-01,7418,7418.txt,Sex-based disparities in pretrial release decisions and outcomes,10.1177/0011128713482415
1805,7419.pdf,2013-01-01,7419,7419.txt,Becoming a single parent: The role of father and mother characteristics,10.1177/0192513X13508405
1806,7420.pdf,2013-01-01,7420,7420.txt,Hard times and heart break: Linking economic hardship and relationship distress,10.1177/0192513X13501666
1807,7421.pdf,2013-01-01,7421,7421.txt,Redefining relationships: Explaining the countervailing consequences of paternal incarceration for parenting,10.1177/0003122413505589
1808,7422.pdf,2014-01-01,7422,7422.txt,Exposure to community violence and trajectories of violent offending,10.1177/1541204013506920
1809,7423.pdf,2014-01-01,7423,7423.txt,Youth perceptions of the police: Identifying trajectories,10.1177/1541204013480369
1810,7424.pdf,2014-01-01,7424,7424.txt,Unbalanced institutional commitments and delinquent behavior: An individual-level assessment of institutional anomie theory,10.1177/1541204012473133
1811,7425.pdf,2012-01-01,7425,7425.txt,Interpersonal victimization among a national sample of Latino women,10.1177/1077801212452413
1812,7426.pdf,2012-01-01,7426,7426.txt,Help-seeking in a national sample of victimized Latino women: The influence of victimization types,10.1177/0886260511416460
1813,7427.pdf,2014-01-01,7427,7427.txt,Shooting for accuracy: Comparing data sources on mass murder,10.1177/1088767913512205
1814,7428.pdf,2012-01-01,7428,7428.txt,The effect of acculturation and immigration on the victimization and psychological distress link in a national sample of Latino women,10.1177/0886260511425797
1815,7429.pdf,2014-01-01,7429,7429.txt,Monitoring cognitive functioning: Psychometric properties of the Brief Test of Adult Cognition by Telephone,10.1177/1073191113508807
1816,7430.pdf,2013-01-01,7430,7430.txt,Sensitivity and specificity of obesity diagnosis in pediatric ambulatory care in the United States,10.1177/0009922813488648
1817,7431.pdf,2012-01-01,7431,7431.txt,The impact of victim-focused outreach on criminal legal system outcomes following police-reported intimate partner abuse,10.1177/1077801212456523
1818,7432.pdf,2013-01-01,7432,7432.txt,Factors affecting subspecialty referrals by pediatric primary care providers for children with obesity-related comorbidities,10.1177/0009922813488647
1819,7433.pdf,2012-01-01,7433,7433.txt,"The victim-offender overlap, intimate partner violence, and sex: Assessing differences among victims, offenders, and victim-offenders",10.1177/0011128712453677
1820,7434.pdf,2013-01-01,7434,7434.txt,Associations between physician financial incentives and the prescribing of anti-asthmatic medications in children in US outpatient settings,10.1177/1367493512456110
1821,7435.pdf,2013-01-01,7435,7435.txt,Mental health treatment associated with community-based depression screening: Considerations for planning multidisciplinary collaborative care,10.1345/aph.1R730
1822,7436.pdf,2014-01-01,7436,7436.txt,From colors and guns to caps and gowns? The effects of gang membership on educational attainment,10.1177/0022427813484316
1823,7437.pdf,2013-01-01,7437,7437.txt,Do the long-term consequences of neglect differ for children of different races and ethnic backgrounds?,10.1177/1077559512460728
1824,7438.pdf,2011-01-01,7438,7438.txt,Can a city successfully shrink? Evidence from survey data on neighborhood quality,10.1177/1078087410379099
1825,7439.pdf,2013-01-01,7439,7439.txt,Do smart-growth environments benefit single mothers? Evidence from thirty MSAs using the American Housing Survey data,10.1177/0739456X13499935
1826,7440.pdf,2014-01-01,7440,7440.txt,The neuropsychological contributors to psychopathic personality traits in adolescence,10.1177/0306624X12469861
1827,7441.pdf,2004-01-01,7441,7441.txt,"Self-reported health in Poland and the United States: A comparative analysis of demographic, family and socioeconomic inﬂuences",10.1177/1363459304038793
1828,7442.pdf,2012-01-01,7442,7442.txt,Segregation by design: Mechanisms of selection of Latinos and Whites into gated communities,10.1177/1078087411429928
1829,7443.pdf,2010-01-01,7443,7443.txt,What is the 'neighbourhood' in neighbourhood satisfaction? Comparing the effects of structural characteristics measured at the micro-neighbourhood and tract levels,10.1177/0042098009359950
1830,7444.pdf,2013-01-01,7444,7444.txt,Switching dynamics and the stress process,10.1177/0190272513482133
1831,7445.pdf,2013-01-01,7445,7445.txt,Explaining racial/ethnic variation in partnered women’s and men’s housework: Does one size fit all?,10.1177/0192513X12437705
1832,7446.pdf,2014-01-01,7446,7446.txt,G.R.I.T.S.: The southern subculture of violence and homicide offenses by girls raised in the South,10.1177/0886260513505707
1833,7447.pdf,2011-01-01,7447,7447.txt,Age trends in daily social contact patterns,10.1177/0164027511409442
1834,7448.pdf,2006-01-01,7448,7448.txt,When whites flock together: The social psychology of white habitus,10.1163/156916306777835268
1835,7449.pdf,2005-01-01,7449,7449.txt,Characterizing location preferences in an exurban population: Implications for agent-based modeling,10.1068/b3071
1836,7450.pdf,2013-01-01,7450,7450.txt,Mental health effects of intimate terrorism and situational couple violence among Black and Hispanic women,10.1177/1077801213517515
1837,7451.pdf,2014-01-01,7451,7451.txt,Violence against college women: A review to identify limitations in defining the problem and inform future research,10.1177/1524838014520724
1838,7452.pdf,2014-01-01,7452,7452.txt,Pre-pregnancy dating violence and birth outcomes among adolescent mothers in a national sample,10.1177/0886260513511699
1839,7453.pdf,2014-01-01,7453,7453.txt,Exploring the relationship between violent behavior and participation in football during adolescence: Findings from a sample of sibling pairs,10.1177/0044118X13515279
1840,7454.pdf,2014-01-01,7454,7454.txt,Thick as thieves: Homophily and trust among deviants,10.1177/1043463113512996
1841,7455.pdf,2015-01-01,7455,7455.txt,Sexual violence in the backlands: Toward a macro-level understanding of rural sex crimes,10.1177/1079063214521471
1842,7456.pdf,2015-01-01,7456,7456.txt,Measurement matters: Comparing old and new definitions of rape in federal statistical reporting,10.1177/1079063214521470
1843,7457.pdf,2015-01-01,7457,7457.txt,Perceived injustice and school violence: An application of General Strain Theory,10.1177/1541204014521251
1844,7458.pdf,2014-01-01,7458,7458.txt,Adjusting for design effects in disproportionate stratified sampling through weighting,10.1177/0011128714522114
1845,7459.pdf,2009-01-01,7459,7459.txt,The global dimensions of rape-law reform: A cross-national study of policy outcomes,10.1177/000312240907400206
1846,7460.pdf,2008-01-01,7460,7460.txt,School discipline and security: Fair for all students?,10.1177/0044118X07301956
1847,7461.pdf,2010-01-01,7461,7461.txt,How safe are our schools?,10.3102/0013189X09357617
1848,7462.pdf,2014-01-01,7462,7462.txt,Caught in a bad romance: Adolescent romantic relationships and mental health,10.1177/0022146513520432
1849,7463.pdf,2014-01-01,7463,7463.txt,Sex differences in the predictors of prisoner misconduct,10.1177/0093854813504404
1850,7464.pdf,2007-01-01,7464,7464.txt,Applying a generic juvenile risk assessment instrument to a local context: Some practical and theoretical lessons,10.1177/0011128706293689
1851,7465.pdf,2014-01-01,7465,7465.txt,Comparing official and self-report records of offending across gender and race/ethnicity in a longitudinal study of serious youthful offenders,10.1177/0022427813520445
1852,7466.pdf,2014-01-01,7466,7466.txt,Environmental and institutional influences on police agency responses to human trafficking,10.1177/1098611113495050
1853,7467.pdf,2014-01-01,7467,7467.txt,"Female representation in law enforcement: The influence of screening, unions, incentives, community policing, CALEA, and size",10.1177/1098611114522467
1854,7468.pdf,2007-01-01,7468,7468.txt,Political sequences and the stabilization of interparty competition: Electoral volatility in old and new democracies,10.1177/1354068807073852
1855,7469.pdf,2004-01-01,7469,7469.txt,The paradox of proportional representation: The effect of party systems and coalitions on individuals’ electoral participation,10.1111/j.1467-9248.2004.00491.x
1856,7470.pdf,2001-01-01,7470,7470.txt,The twilight of Westminster? Electoral reform and its consequences,10.1111/1467-9248.00345
1857,7471.pdf,2014-01-01,7471,7471.txt,Modeling isomorphism on policing innovation: The role of institutional pressures in adopting community-oriented policing,10.1177/0011128709340225
1858,7472.pdf,2014-01-01,7472,7472.txt,"Policing juveniles: Domestic violence arrest policies, gender, and police response to child-parent violence",10.1177/0011128710376293
1859,7473.pdf,2012-01-01,7473,7473.txt,"How many political parties are there, really? A new measure of the ideologically cognizable number of parties/party groupings",10.1177/1354068810386838
1860,7474.pdf,2012-01-01,7474,7474.txt,"Left parties, poor voters, and electoral participation in advanced industrial societies",10.1177/0010414011427880
1861,7475.pdf,2011-01-01,7475,7475.txt,"Assimilation, contrast and voter projections of parties in left-right space: Does the electoral system matter?",10.1177/1354068810376781
