pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
1995.pdf,2011-01-01,1995,1995.txt,Big mother or small baby: Which predicts hypertension?,10.1111/j.1751-7176.2010.00366.x
1996.pdf,2011-01-01,1996,1996.txt,Vitamin D and racial disparity in albuminuria: NHANES 2001-2006,10.1038/ajh.2011.108
1997.pdf,2010-01-01,1997,1997.txt,Bilirubin as a protective factor for rheumatoid arthritis: An NHANES study of 2003 - 2006 data,10.4021/jocmr444w
1998.pdf,2010-01-01,1998,1998.txt,"Associations of serum 25-hydroxyvitamin D, parathyroid hormone and calcium with cardiovascular risk factors: Analysis of 3 NHANES cycles (2001-2006)",10.1371/journal.pone.0013882
1999.pdf,2011-01-01,1999,1999.txt,"Foods, fortificants, and supplements: Where do Americans get their nutrients?",10.3945/jn.111.142257
2000.pdf,2012-01-01,2000,2000.txt,Disparities in youth physical activity in the United States: 2003-2006,10.1249/MSS.0b013e31823fb254
2003.pdf,2011-01-01,2003,2003.txt,Sedentary time and cardio-metabolic biomarkers in US adults: NHANES 2003-06,10.1093/eurheartj/ehq451
2005.pdf,2011-01-01,2005,2005.txt,Scaling of body composition to height: relevance to height-normalized indexes,10.3945/ajcn.110.007161
2006.pdf,2012-01-01,2006,2006.txt,The association between obesity and mortality in the elderly differs by serum concentrations of persistent organic pollutants: A possible explanation for the obesity paradox,10.1038/ijo.2011.187
2007.pdf,2011-01-01,2007,2007.txt,Opportunities for the primary prevention of colorectal cancer in the United States,10.1158/1940-6207.CAPR-11-0322
2008.pdf,2011-01-01,2008,2008.txt,20-year trends in dietary and meal behaviors were similar in U.S. children and adolescents of different race/ethnicity,10.3945/jn.111.144915
2009.pdf,2011-01-01,2009,2009.txt,"Association between HSV1 seropositivity and obesity: Data from the National Health and Nutritional Examination Survey, 2007-2008",10.1371/journal.pone.0019092
2010.pdf,2012-01-01,2010,2010.txt,"Obesity, overweight, and their life course trajectories in veterans and non-veterans",10.1038/oby.2011.2
2011.pdf,2011-01-01,2011,2011.txt,Toward improved statistical methods for analyzing Cotinine-Biomarker health association data,10.1186/1617-9625-9-11
2012.pdf,2011-01-01,2012,2012.txt,"Association of body fat percentage with lipid concentrations in children and adolescents: United States, 1999-2004",10.3945/ajcn.111.015776
2013.pdf,2011-01-01,2013,2013.txt,Non-alcoholic fatty liver disease and mortality among US adults: prospective cohort study,10.1136/bmj.d6891
2014.pdf,2011-01-01,2014,2014.txt,A critical evaluation of the creatinine correction approach: Can it underestimate intakes of phthalates? A case study with di-2-ethylhexyl phthalate,10.1038/jes.2010.43
2015.pdf,2011-01-01,2015,2015.txt,Assessing physical activity and its relationship to cardiovascular risk factors: NHANES 2003-2006,10.1186/1471-2458-11-387
2016.pdf,2011-01-01,2016,2016.txt,Energy allowances for solid fats and added sugars in nutritionally adequate U.S. diets estimated at 17-33% by a linear programming model,10.3945/jn.110.131920
2017.pdf,2011-01-01,2017,2017.txt,"Assessment of iron status in US pregnant women from the National Health and Nutrition Examination Survey (NHANES), 1999-2006",10.3945/ajcn.110.007195
2018.pdf,2011-01-01,2018,2018.txt,Body composition predicted with a Bayesian network from simple variables,10.1017/S0007114510004848
2019.pdf,2011-01-01,2019,2019.txt,Dietary phosphorus intake and mortality in moderate chronic kidney disease: NHANES III,10.1093/ndt/gfr367
2020.pdf,2011-01-01,2020,2020.txt,The ACE I/D Polymorphism in US Adults: Limited evidence of association with hypertension-related traits and sex-specific effects by race/ethnicity,10.1038/ajh.2011.182
2021.pdf,2011-01-01,2021,2021.txt,"Relationship between obesity and diabetes in a US adult population: Findings from the National Health and Nutrition Examination Survey, 1999-2006",10.1007/s11695-010-0335-4
2023.pdf,2011-01-01,2023,2023.txt,Serum phosphorus predicts incident chronic kidney disease and end-stage renal disease,10.1093/ndt/gfq808
2025.pdf,2011-01-01,2025,2025.txt,Using the Edmonton obesity staging system to predict mortality in a population-representative cohort of people with overweight and obesity,10.1503/cmaj.110387
2028.pdf,2011-01-01,2028,2028.txt,The quality and monetary value of diets consumed by adults in the United States,10.3945/ajcn.111.015560
2029.pdf,2011-01-01,2029,2029.txt,Differences in self-reported health in the Osteoarthritis Initiative (OAI) and Third National Health and Nutrition Examination Survey (NHANES-III),10.1371/journal.pone.0017345
2030.pdf,2011-01-01,2030,2030.txt,Menarche delay and menstrual irregularities persist in adolescents with type 1 diabetes,10.1186/1477-7827-9-61
2031.pdf,2011-01-01,2031,2031.txt,Survey of American food trends and the growing obesity epidemic,10.4162/nrp.2011.5.3.253
2032.pdf,2011-01-01,2032,2032.txt,"Prevalence, treatment, and control of depressive symptoms in the United States: Results from the National Health and Nutrition Examination Survey (NHANES), 2005-2008",10.3122/jabfm.2011.01.100121
2033.pdf,2011-01-01,2033,2033.txt,Urinary bisphenol A and type-2 diabetes in U.S. adults: Data from NHANES 2003-2008,10.1371/journal.pone.0026868
2034.pdf,2011-01-01,2034,2034.txt,"Socioeconomic status, self-rated health, and mortality in a multiethnic sample of US adults",10.2188/jea.JE20100142
2035.pdf,2011-01-01,2035,2035.txt,Evidence for increased cardiovascular events in the fathers but not mothers of women with polycystic ovary syndrome,10.1093/humrep/der101
2036.pdf,2011-01-01,2036,2036.txt,"Monounsaturated fatty acid, carbohydrate intake, and diabetes status are associated with arterial pulse pressure",10.1186/1475-2891-10-126
2037.pdf,2011-01-01,2037,2037.txt,Use of lambda-mu-sigma-derived z score for evaluating respiratory impairment in middle-aged persons,10.4187/respcare.01192
2038.pdf,2011-01-01,2038,2038.txt,Methodological problem with comparing increases in different measures of body weight,10.1186/1756-0500-4-145
2039.pdf,2011-01-01,2039,2039.txt,Trends in cardiovascular risk factor levels in the Minnesota Heart Survey (1980-2002) as compared with the National Health and Nutrition Examination Survey (1976-2002): A partial explanation for Minnesota's low cardiovascular disease mortality?,10.1093/aje/kwq367
2040.pdf,2011-01-01,2040,2040.txt,"Long-term and recent progress in blood pressure levels among U.S. adults with diagnosed diabetes, 1988-2008",10.2337/dc11-0178
2041.pdf,2011-01-01,2041,2041.txt,"Kidney function, albuminuria and age-related macular degeneration in NHANES III",10.1093/ndt/gfr022
2042.pdf,2011-01-01,2042,2042.txt,Sharing data for public health research by members of an international online diabetes social network,10.1371/journal.pone.0019256
2043.pdf,2011-01-01,2043,2043.txt,Consumption of added sugars and indicators of cardiovascular disease risk among US adolescents,10.1161/CIRCULATIONAHA.110.972166
2044.pdf,2011-01-01,2044,2044.txt,Milk intake and total dairy consumption: Associations with early menarche in NHANES 1999-2004,10.1371/journal.pone.0014685
2046.pdf,2011-01-01,2046,2046.txt,Secular Trends in the Diagnosis and Treatment of Obesity Among US Adults in the Primary Care Setting,10.1038/oby.2011.271
2047.pdf,2007-01-01,2047,2047.txt,The nonmedical use of prescription ADHD medications: results from a national Internet panel,10.1186/1747-597X-2-32
2048.pdf,2012-01-01,2048,2048.txt,"Association of biochemical B12 deficiency with metformin therapy and vitamin B12 supplements: The National Health and Nutrition Examination Survey, 1999-2006.",10.2337/dc11-1582
2049.pdf,2012-01-01,2049,2049.txt,The association between Healthy Eating Index-2005 scores and disability among older Americans,10.1093/ageing/afr158
2050.pdf,2010-01-01,2050,2050.txt,"Indoor smoking bans in Bulgaria, Croatia, Northern Cyprus, Romania and Turkey",10.1136/tc.2009.029769
2051.pdf,2012-01-01,2051,2051.txt,Racial/ethnic- and education-related disparities in the control of risk factors for cardiovascular disease among individuals with diabetes,10.2337/dc11-1405
2052.pdf,2011-01-01,2052,2052.txt,Is socioeconomic status of the rearing environment causally related to obesity in the offspring?,10.1371/journal.pone.0027692
2053.pdf,2007-01-01,2053,2053.txt,The impact of origin region and internal migration on Italian fertility,10.4054/DemRes.2007.17.24
2054.pdf,2008-01-01,2054,2054.txt,Italy's path to very low fertility,10.1007/s10680-008-9159-5
2055.pdf,2011-01-01,2055,2055.txt,Cigarette smoking and alcohol use among adolescents and young adults with asthma,10.1155/2011/503201
2056.pdf,2012-01-01,2056,2056.txt,Generation and acculturation status are associated with dietary intake and body weight in Mexican American adolescents,10.3945/jn.111.145516
2064.pdf,2007-01-01,2064,2064.txt,Sense of control and diabetes mellitus among U.S. adults: A cross-sectional analysis,10.1186/1751-0759-1-19
2065.pdf,2010-01-01,2065,2065.txt,Bayesian inference for causal mediation effects using principal stratification with dichotomous mediators and outcomes,10.1093/biostatistics/kxp060
2066.pdf,2011-01-01,2066,2066.txt,Quantification of sleep behavior and of its impact on the cross-talk between the brain and peripheral metabolism,10.1073/pnas.1101338108
2067.pdf,2011-01-01,2067,2067.txt,"Examining the racial crossover in mortality between African American and White older adults: A multilevel survival analysis of race, individual socioeconomic status, and neighborhood socioeconomic context",10.4061/2011/132073
2070.pdf,2007-01-01,2070,2070.txt,Association between concurrent and remote blood pressure and disability in older adults,10.1161/HYPERTENSIONAHA.107.097667
2072.pdf,2005-01-01,2072,2072.txt,No evidence for an association between extreme longevity and Microsomal Transfer Protein polymorphisms in a longitudinal study of 1651 nonagenarians,10.1038/sj.ejhg.5201468
2081.pdf,2009-01-01,2081,2081.txt,Trends in diabetes prevalence and diabetes-related complications in older Mexican Americans from 1993-1994 to 2004-2005,10.2337/dc09-0938
2083.pdf,2007-01-01,2083,2083.txt,Measures of lower body function and risk of mortality over 7 years of follow-up,10.1093/aje/kwm121
2085.pdf,2008-01-01,2085,2085.txt,An application of principal stratification to control for institutionalization at follow-up in studies of substance abuse treatment programs,10.1214/08-AOAS179
2086.pdf,2009-01-01,2086,2086.txt,"Comparison of trends for adolescent smoking and smoking in movies, 1990-2007",10.1001/jama.2009.745
2089.pdf,2012-01-01,2089,2089.txt,Cadmium exposure and neurodevelopmental outcomes in U.S. children,10.1289/ehp.1104152
2090.pdf,2011-01-01,2090,2090.txt,Relations of a marker of endothelial activation (s-VCAM) to function and mortality in community-dwelling older adults,10.1093/gerona/glr121
2091.pdf,2011-01-01,2091,2091.txt,Gait speed and survival in older adults,10.1001/jama.2010.1923
2092.pdf,2011-01-01,2092,2092.txt,Racial/ethnic variations in substance-related disorders among adolescents in the United States,10.1001/archgenpsychiatry.2011.120
2093.pdf,2012-01-01,2093,2093.txt,"Percentage of body fat cutoffs by sex, age, and race-ethnicity in the US adult population from NHANES 1999-2004",10.3945/ajcn.111.025171
2094.pdf,2012-01-01,2094,2094.txt,The association between childhood obesity and tooth eruption,10.1038/oby.2012.23
2095.pdf,2012-01-01,2095,2095.txt,Serum 25-hydroxyvitamin D concentrations and prevalence estimates of hypovitaminosis D in the U.S. population based on assay-adjusted data,10.3945/jn.111.151977
2096.pdf,2012-01-01,2096,2096.txt,Change in methodology for collection of drinking water intake in What We Eat in America/National Health and Nutrition Examination Survey: Implications for analysis,10.1017/S1368980012000316
2098.pdf,2011-01-01,2098,2098.txt,Patterns and correlates of illicit drug selling among youth in the USA,10.2147/SAR.S19017
2099.pdf,2012-01-01,2099,2099.txt,Urinary enterolignan concentrations are positively associated with serum HDL cholesterol and negatively associated with serum triglycerides in U.S. adults,10.3945/jn.111.150516
2101.pdf,2012-01-01,2101,2101.txt,Decreased prevalence of diabetes in marijuana users: cross-sectional data from the National Health and Nutrition Examination Survey (NHANES) III,10.1136/bmjopen-2011-000494
2102.pdf,2012-01-01,2102,2102.txt,"Periodontal disease, porphyromonas gingivalis (P. gingivalis) serum antibody levels and orodigestive cancer mortality",10.1093/carcin/bgs112
2103.pdf,2011-01-01,2103,2103.txt,"Estimates of HIV incidence among drug users in St. Petersburg, Russia: continued growth of a rapidly expanding epidemic",10.1093/eurpub/ckq115
2104.pdf,2011-01-01,2104,2104.txt,"The relative role of perceived partner risks in promoting condom use in a three-city sample of high-risk, low-income women",10.1007/s10461-010-9840-7
2105.pdf,2010-01-01,2105,2105.txt,"Comparing sexual risks and patterns of alcohol and drug use between injection drug users (IDUs) and non-IDUs who report sexual partnerships with IDUs in St. Petersburg, Russia",10.1186/1471-2458-10-676
2106.pdf,2012-01-01,2106,2106.txt,Social disparities in exposures to bisphenol A and polyfluoroalkyl chemicals: A cross-sectional study within NHANES 2003-2006,10.1186/1476-069X-11-10
2107.pdf,2008-01-01,2107,2107.txt,Multiple parent-adult child relations and well-being in middle and later life,10.1093/geronb/63.4.S239
2108.pdf,2012-01-01,2108,2108.txt,"Medical advice and diabetes self-management reported by Mexican-American, Black- and White-non-Hispanic adults across the United States",10.1186/1471-2458-12-185
2109.pdf,2012-01-01,2109,2109.txt,Personality stability is associated with better cognitive performance in adulthood: Are the stable more able?,10.1093/geronb/gbr149
2110.pdf,2012-01-01,2110,2110.txt,"Trends in the prevalence of thrombocytopenia among individuals infected with hepatitis C virus in the United States, 1999-2008",10.1186/1756-0500-5-142
